X,Y
1318.40076669439,-0.00129429044893023
1319.40076666913,-0.00136478515861769
1320.40076664387,-0.00125228784301393
1321.4007666186,-0.00122097342891516
1322.40076659334,-0.00108873693214914
1323.40076656808,-0.00113567555693928
1324.40076654282,-0.00121294458578445
1325.40076651756,-0.00127080101028129
1326.40076649229,-0.00135423119461259
1327.40076646703,-0.00129412872729892
1328.40076644177,-0.00145513220289299
1329.40076641651,-0.00129090458113074
1330.40076639124,-0.00133175292978882
1331.40076636598,-0.00130431485453577
1332.40076634072,-0.00127076077894949
1333.40076631546,-0.00139625367274124
1334.4007662902,-0.00123049157557737
1335.40076626493,-0.00153962468538649
1336.40076623967,-0.00121669223738394
1337.40076621441,-0.00130975120777916
1338.40076618915,-0.00149432207055714
1339.40076616389,-0.00131953347294344
1340.40076613862,-0.00138637205913461
1341.40076611336,-0.00130719441280946
1342.4007660881,-0.00140777452533215
1343.40076606284,-0.00139593257110302
1344.40076603757,-0.00156685435462363
1345.40076601231,-0.0015008995424834
1346.40076598705,-0.00135002836904676
1347.40076596179,-0.00136205573362136
1348.40076593653,-0.00144855856522186
1349.40076591126,-0.00131777625716727
1350.400765886,-0.00132668409285722
1351.40076586074,-0.00145575314824218
1352.40076583548,-0.00154242261493412
1353.40076581022,-0.00143421258321312
1354.40076578495,-0.00139297708210954
1355.40076575969,-0.00147249120341504
1356.40076573443,-0.00142141894242352
1357.40076570917,-0.00138707427688584
1358.4007656839,-0.00142948785625617
1359.40076565864,-0.00146997064129491
1360.40076563338,-0.00153302037656137
1361.40076560812,-0.00146401509690229
1362.40076558286,-0.00153850929029943
1363.40076555759,-0.00160785377753249
1364.40076553233,-0.00156529346847309
1365.40076550707,-0.00166056761219436
1366.40076548181,-0.00143304264688285
1367.40076545655,-0.00148297190945652
1368.40076543128,-0.00156249090466421
1369.40076540602,-0.0015181389620104
1370.40076538076,-0.00145557742892535
1371.4007653555,-0.00156795239614388
1372.40076533024,-0.00164256077066945
1373.40076530497,-0.00171871158799161
1374.40076527971,-0.00158399781118234
1375.40076525445,-0.00153823777958722
1376.40076522919,-0.00157751566282484
1377.40076520392,-0.00148596990196447
1378.40076517866,-0.00160327689579118
1379.4007651534,-0.00155566512159762
1380.40076512814,-0.00150786231634045
1381.40076510288,-0.00171166347933828
1382.40076507761,-0.00159066820444713
1383.40076505235,-0.00155498698105013
1384.40076502709,-0.00171677766830436
1385.40076500183,-0.00160211871918986
1386.40076497657,-0.00167086668139999
1387.4007649513,-0.00153368041790191
1388.40076492604,-0.00145826457052531
1389.40076490078,-0.00165783069142481
1390.40076487552,-0.00172187620839652
1391.40076485025,-0.00168783280547472
1392.40076482499,-0.00167414979130152
1393.40076479973,-0.00169201884921268
1394.40076477447,-0.00153557047122376
1395.40076474921,-0.0016862821220098
1396.40076472394,-0.00171350634361511
1397.40076469868,-0.00174488404843023
1398.40076467342,-0.00162531315371079
1399.40076464816,-0.00161886781629807
1400.4007646229,-0.00161396607940907
1401.40076459763,-0.00167124614535835
1402.40076457237,-0.00183248611898737
1403.40076454711,-0.00179773640645537
1404.40076452185,-0.0017573332542718
1405.40076449659,-0.00168119017929051
1406.40076447132,-0.00168135881359396
1407.40076444606,-0.00162762907834205
1408.4007644208,-0.00172018788988711
1409.40076439554,-0.00188336421110318
1410.40076437027,-0.00161873339138286
1411.40076434501,-0.00167993660934109
1412.40076431975,-0.00188643765248788
1413.40076429449,-0.0017531490589298
1414.40076426923,-0.00184535195441466
1415.40076424396,-0.00178263862294058
1416.4007642187,-0.00169943937058308
1417.40076419344,-0.0018040492046716
1418.40076416818,-0.00182854429837247
1419.40076414292,-0.00161447626593771
1420.40076411765,-0.00186470500845939
1421.40076409239,-0.00175465086772563
1422.40076406713,-0.00166866870633106
1423.40076404187,-0.00164476512490236
1424.4007640166,-0.0016090018253952
1425.40076399134,-0.00168992867536313
1426.40076396608,-0.00172488623197426
1427.40076394082,-0.00185924191058793
1428.40076391556,-0.0017017720096843
1429.40076389029,-0.00189854757052203
1430.40076386503,-0.00187699306503724
1431.40076383977,-0.00181480988096605
1432.40076381451,-0.00186570063625195
1433.40076378925,-0.00177431077696679
1434.40076376398,-0.00178805309564428
1435.40076373872,-0.00162832537264872
1436.40076371346,-0.00185989493854544
1437.4007636882,-0.00187096111625416
1438.40076366293,-0.00164308799454594
1439.40076363767,-0.00195673586405018
1440.40076361241,-0.00176029498136881
1441.40076358715,-0.00173985602165907
1442.40076356189,-0.00176235902868582
1443.40076353662,-0.00179593897053491
1444.40076351136,-0.00192381083351408
1445.4007634861,-0.00177915606273767
1446.40076346084,-0.00181793867620787
1447.3999634356,-0.00181779692364937
