X,Y
1147.40017101423,0.00470711395859761
1148.40037098896,3.64503329056549e-05
1149.4003709637,0.110645683078155
1150.40057093843,8.10398375857994e-06
1151.40057091317,0.0340510418385588
1152.40057088791,0.0258324062849432
1153.40057086265,0.02060256640878
1154.40057083738,0.017600620326788
1155.40057081212,0.015489026145581
1156.40057078686,0.0135474944186171
1157.4005707616,0.0120713076351529
1158.40057073633,0.010901223243117
1159.40057071107,0.00983246215777987
1160.40057068581,0.00910443663034387
1161.40057066055,0.00849616437438731
1162.40057063529,0.0078798694449863
1163.40057061002,0.00742898849836672
1164.40057058476,0.00697746143337678
1165.4005705595,0.00645261845218695
1166.40057053424,0.00610047537905666
1167.40057050898,0.00587963947843315
1168.40077048371,1.04826913621008e-06
1169.40077045845,0.00515956401401495
1170.40077043318,0.00499517554016237
1171.40077040792,0.00461303045035195
1172.40077038266,0.00434659278192681
1173.4007703574,0.00423921802122033
1174.40077033214,0.00411251911092743
1175.40077030687,0.00365743112294731
1176.40077028161,0.00367516348095499
1177.40077025635,0.00354149795632169
1178.40077023109,0.00336008114883881
1179.40077020583,0.00319982628863797
1180.40077018056,0.00299480951454882
1181.4007701553,0.00292176895751895
1182.40077013004,0.00278831339551415
1183.40077010478,0.002770069280116
1184.40077007951,0.00258639585590547
1185.40077005425,0.00234937320337793
1186.40077002899,0.00239421334780569
1187.40077000373,0.00227091156800601
1188.40076997847,0.00225396494715362
1189.4007699532,0.00201581227332717
1190.40076992794,0.00211606655279016
1191.40076990268,0.00186070586889669
1192.40076987742,0.00189160678906816
1193.40076985216,0.00183622153939913
1194.40076982689,0.0016923718544008
1195.40076980163,0.00158997265328933
1196.40076977637,0.00165377824577385
1197.40076975111,0.00151795041827662
1198.40076972584,0.00139049574239616
1199.40076970058,0.00128368945888483
1200.40076967532,0.0012757913979174
1201.40076965006,0.00121390555150777
1202.4007696248,0.00115844090794931
1203.40076959953,0.00123101507287126
1204.40076957427,0.000892353897785162
1205.40076954901,0.000911056037957216
1206.40076952375,0.00109440149762494
1207.40076949849,0.0010030728642208
1208.40076947322,0.000852495419035142
1209.40076944796,0.000801136524992369
1210.4007694227,0.000792023180212014
1211.40076939744,0.000753727177432598
1212.40076937218,0.000619370262569671
1213.40076934691,0.000702233003601962
1214.40076932165,0.000627901168377668
1215.40076929639,0.000630556719104634
1216.40076927113,0.000472627012274177
1217.40076924586,0.000486847116431849
1218.4007692206,0.000468975520164342
1219.40076919534,0.000433239015817864
1220.40076917008,0.000474499384064939
1221.40076914482,0.000308182188426508
1222.40076911955,0.000452816069340369
1223.40076909429,0.000446977150235426
1224.40076906903,0.000177887797239968
1225.40076904377,0.000281235608106276
1226.40076901851,8.28839474950741e-05
1227.40076899324,0.000184842639537198
1228.40076896798,0.000220681667024907
1229.40076894272,4.10593512140256e-05
1230.40076891746,5.95034780035155e-05
1231.40076889219,6.97671201026323e-06
1232.40076886693,5.1964680205978e-05
1233.40076884167,7.28561696174159e-05
1234.40076881641,-8.26467666328864e-06
1235.40076879115,7.05483281441022e-06
1236.40076876588,2.89598498363706e-05
1237.40076874062,-1.8953701780879e-05
1238.40076871536,-0.000182134117687352
1239.4007686901,-9.77589473936129e-05
1240.40076866484,-0.000119120379962921
1241.40076863957,-0.000186772139377429
1242.40076861431,-8.97607750888383e-05
1243.40076858905,-0.000195637610614784
1244.40076856379,-0.000248424448545516
1245.40076853853,-0.000279241573013065
1246.40076851326,-0.000331743246728888
1247.400768488,-0.000316136014598746
1248.40076846274,-0.000238955154676206
1249.40076843748,-0.0003802253939209
1250.40076841221,-0.000411650187036515
1251.40076838695,-0.000292502998662241
1252.40076836169,-0.000351902610425415
1253.40076833643,-0.000470548640214437
1254.40076831117,-0.000439742428785096
1255.4007682859,-0.000477803621919405
1256.40076826064,-0.000528511296287551
1257.40076823538,-0.000456429684224875
1258.40076821012,-0.00047740573609565
1259.40076818486,-0.000534635075186473
1260.40076815959,-0.000437560709642899
1261.40076813433,-0.000652211625165209
1262.40076810907,-0.000573857187270966
1263.40076808381,-0.000629193413812522
1264.40076805854,-0.000415698064586579
1265.40076803328,-0.000622336279513194
1266.40076800802,-0.000629743244956851
1267.40076798276,-0.000748350061463653
1268.4007679575,-0.000831582866423237
1269.40076793223,-0.000544823858753286
1270.40076790697,-0.000642662862307955
1271.40076788171,-0.000763946733399811
1272.40076785645,-0.000731967517260572
1273.40076783119,-0.000856045048725998
1274.40076780592,-0.00078123952081124
1275.40076778066,-0.00089500594179452
1276.4007677554,-0.000754801007522248
1277.40076773014,-0.000593607206286136
1278.40076770487,-0.000699082815749101
1279.40076767961,-0.000837087899329847
1280.40076765435,-0.000788102793562523
1281.40076762909,-0.000953820529816329
1282.40076760383,-0.000603297104641369
1283.40076757856,-0.000955331181956788
1284.4007675533,-0.000981740021418964
1285.40076752804,-0.000848887101224216
1286.40076750278,-0.000780455128709874
1287.40076747752,-0.000986675697426384
1288.40076745225,-0.000867131962425498
1289.40076742699,-0.000971173339813786
1290.40076740173,-0.00103228152269789
1291.40076737647,-0.000981605536654638
1292.40076735121,-0.00100516910449621
1293.40076732594,-0.00108002616618651
1294.40076730068,-0.00103518655521742
1295.40076727542,-0.000951360194081808
1296.40076725016,-0.00102300536665042
1297.40076722489,-0.00113771579445273
1298.40076719963,-0.000997649095846555
1299.40076717437,-0.00104328560691128
1300.40076714911,-0.00107159279691237
1301.40076712385,-0.00101997185890026
1302.40076709858,-0.000925309387512055
1303.40076707332,-0.00108459680249885
1304.40076704806,-0.00111552483165507
1305.4007670228,-0.00105313961546999
1306.40076699754,-0.00108002777797705
1307.40076697227,-0.00106049350996351
1308.40076694701,-0.00118084719558756
1309.40076692175,-0.00121177460285312
1310.40076689649,-0.00117491828073482
1311.40076687122,-0.00129401039370571
1312.40076684596,-0.00127101000221552
1313.4007668207,-0.00121158618844512
1314.40076679544,-0.00110436203887762
1315.40076677018,-0.00108809692661941
1316.40076674491,-0.00104033124063302
1317.40076671965,-0.00116702567972761
